longitude,latitude,Level_0_(pieces/m3),Level_1_(pieces/m3),Level_2p_(pieces/km2)
4.0,-42.0,-1.138990004373136e-24,-1.1380691525450531e-24,2.6977309467224135e-23
6.0,-42.0,-2.708039540066617e-23,-2.7024555144104916e-23,4.216328628775832e-21
8.0,-42.0,-8.36454144302738e-24,-8.35573873553743e-24,-1.228006950506978e-22
10.0,-42.0,-2.080304085474506e-25,-2.080953684682724e-25,-2.579028817779995e-24
12.0,-42.0,-4.888834448583319e-27,-4.890368817951234e-27,4.680685523464864e-25
14.0,-42.0,-5.500738982983696e-30,-5.50282879199981e-30,7.991127219513867e-28
16.0,-42.0,-2.1942814827915836e-35,-2.1855787076043028e-35,3.355663159665026e-30
18.0,-42.0,-2.472312613491037e-38,-2.4609222709556897e-38,4.383730252808746e-33
20.0,-42.0,1.0819361468132628e-35,1.083103125973858e-35,1.0477423803033285e-29
22.0,-42.0,8.331587498459124e-28,8.342665209434928e-28,8.075217348493521e-22
24.0,-42.0,2.1522767116769633e-23,2.155678745183949e-23,2.0878449458690653e-17
26.0,-42.0,1.8661238018963795e-22,1.8695383662272038e-22,1.813038999312527e-16
28.0,-42.0,1.4261093657603285e-24,1.4259947868624264e-24,2.4885310712819295e-18
30.0,-42.0,2.9199010962397197e-27,2.918495367778864e-27,6.4415712943662426e-21
32.0,-42.0,2.148431230785726e-26,2.1539476462146072e-26,4.4399497019591624e-20
34.0,-42.0,6.257037115423894e-28,6.27230144555072e-28,1.305117456874529e-21
36.0,-42.0,4.7171687232504916e-32,4.7151825625252515e-32,2.4896832042958506e-25
38.0,-42.0,1.1515282054604087e-31,1.15201210175436e-31,3.2615273116044694e-25
40.0,-42.0,4.72058013151503e-33,4.698789768140757e-33,1.0555355988502097e-26
42.0,-42.0,5.125430372606803e-35,5.104692669569103e-35,1.1465060877965896e-28
44.0,-42.0,8.903030456726832e-37,8.920518166010393e-37,2.707333468975872e-30
46.0,-42.0,7.492874653240825e-40,7.509369368192144e-40,2.2791413007223402e-33
48.0,-42.0,2.1158938402367714e-46,2.1210512154462753e-46,6.437413933967942e-40
50.0,-42.0,2.0043955319625993e-56,2.0097544020427205e-56,6.099521481878672e-50
52.0,-42.0,6.369672779260293e-70,6.38820679968822e-70,1.9387608416577734e-63
54.0,-42.0,8.094292989499196e-87,8.114084457037668e-87,2.3920587923240387e-80
56.0,-42.0,1.8526516588837503e-76,1.8504641281858317e-76,4.614744899036737e-70
58.0,-42.0,8.83054852072659e-69,8.820333178423484e-69,2.199562561345847e-62
60.0,-42.0,1.411970871537249e-64,1.4103712781091563e-64,3.5169734053305224e-58
62.0,-42.0,7.573697212280962e-64,7.565298431255425e-64,1.886453021353682e-57
64.0,-42.0,1.3628067764059854e-66,1.3613281298217444e-66,3.394431501857882e-60
66.0,-42.0,8.229756228142192e-73,8.221005915621179e-73,2.0496896428170773e-66
68.0,-42.0,4.899972960432907e-72,4.866849871725625e-72,1.043095957351235e-65
70.0,-42.0,4.483812586404952e-71,4.473913251947678e-71,7.799268946425494e-65
72.0,-42.0,6.556496322863806e-69,6.579951976916722e-69,8.652670325988567e-63
74.0,-42.0,3.986389369363547e-67,4.007293402217183e-67,5.401334178098987e-61
76.0,-42.0,2.992362456861983e-65,3.008981025323669e-65,4.053356370947679e-59
78.0,-42.0,1.5775192516796614e-66,1.5823281797247508e-66,2.0669898229941355e-60
80.0,-42.0,2.3690125027969104e-65,2.372443768719191e-65,3.0087589342632713e-59
82.0,-42.0,3.022908473689849e-66,3.045009194608002e-66,4.235954234996814e-60
84.0,-42.0,6.220722693974351e-67,6.264331321973347e-67,8.819775511250777e-61
86.0,-42.0,1.625207512536769e-66,1.619885587798868e-66,2.7208552762156793e-60
88.0,-42.0,8.389184088586337e-68,8.372199058559628e-68,1.4101003758756537e-61
90.0,-42.0,4.77504622563563e-68,4.77355975554077e-68,8.829157902506955e-62
92.0,-42.0,1.925272290560209e-68,1.9275292636206062e-68,2.872448575583962e-62
94.0,-42.0,1.6876852697439353e-68,1.6892789729621868e-68,2.5076044581300843e-62
96.0,-42.0,4.1425339202276054e-69,4.1541661719299106e-69,3.4567071030899047e-63
98.0,-42.0,3.717556463011091e-67,3.705231267767559e-67,3.408510672514804e-61
100.0,-42.0,3.0141218564311713e-65,3.0060822823446335e-65,3.302277737259037e-59
102.0,-42.0,1.0546005958879142e-61,1.0522334918610993e-61,1.5026850901099025e-55
104.0,-42.0,3.502352319770993e-61,3.4961620407271834e-61,4.993555452447862e-55
106.0,-42.0,2.1140540027476237e-60,2.11745067893875e-60,-5.645249395974288e-55
108.0,-42.0,1.1870279853591542e-49,1.1820734444827207e-49,1.7108188754678235e-48
110.0,-42.0,2.944906587099007e-38,2.9457298969110953e-38,-2.6903850990088685e-37
112.0,-42.0,3.830672510291161e-27,3.8290792891797446e-27,-3.584126656336928e-26
114.0,-42.0,1.686419256091277e-19,1.6844567096115204e-19,-1.577819966203648e-18
116.0,-42.0,2.4905696278722933e-15,2.4858101929596866e-15,-2.3300234253017613e-14
118.0,-42.0,1.2810060921276083e-14,1.277800472041806e-14,1.700502225180568e-12
120.0,-42.0,7.614294379453694e-13,7.620738738703706e-13,2.8548938163276336e-09
122.0,-42.0,4.010535960574793e-13,4.0112479906646135e-13,1.50580924042019e-09
124.0,-42.0,-8.224368912926031e-13,-8.287198110219526e-13,-1.3021129056544382e-13
126.0,-42.0,6.408038901175316e-10,6.392899619392859e-10,-1.9315400561666387e-13
128.0,-42.0,1.2884094261400762e-08,1.2853269198797219e-08,-2.379515288821447e-11
130.0,-42.0,2.927344281899475e-08,2.954139735871387e-08,-5.240491152967729e-07
132.0,-42.0,2.1684558612201575e-07,2.1903008681900713e-07,0.0007794070228797544
134.0,-42.0,6.455536640384633e-06,6.4964229532978285e-06,4.087238789094596
136.0,-42.0,5.092206303980491e-05,5.13253898501081e-05,7.154442457062505
138.0,-42.0,0.04172379567254871,0.04210577715509924,-0.19612659092920273
140.0,-42.0,0.0399358508306357,0.039946780482539176,-0.22202497940058274
142.0,-42.0,8.686022024326501,8.645736897172885,-22.24351302391881
144.0,-42.0,-553.1946843867181,-552.6239183966536,14922.836788108776
146.0,-42.0,-150.87228880850898,-151.2104331519963,4268.567270322768
148.0,-42.0,-751.0441117748378,-750.4530575444705,8714.343531452992
150.0,-42.0,-172.7948565718392,-172.857672484266,-4559.944907625031
152.0,-42.0,-276.5363423375893,-277.24448752202034,-9520.26789906199
154.0,-42.0,135.74838969087685,135.60504770558975,-9894.728178037987
156.0,-42.0,-117.97760395729551,-117.70798693358597,1689.5146236717974
158.0,-42.0,-2.5906193522697176,-2.5880813410227272,31.3040733713828
160.0,-42.0,-58.750797275153,-58.83979932593722,-405.4573522043202
162.0,-42.0,2.2281236001255906,2.2177388733243864,38.48553008395256
164.0,-42.0,-0.44028853802467527,-0.44779784472752393,1.5053027025985202
166.0,-42.0,-0.0030206759276992304,-0.003051083405102968,-0.005701484176173763
168.0,-42.0,-5.226566804166183e-09,-5.265934094437058e-09,-1.9022281545659243e-08
170.0,-42.0,-2.7021843610250817e-18,-2.7187117250061664e-18,-1.2169967859465791e-17
172.0,-42.0,-4.401976991196584e-31,-4.424652209240183e-31,-2.2069138870644012e-30
174.0,-42.0,-2.0704936974356193e-36,-2.074441867500256e-36,-6.983500360750712e-30
176.0,-42.0,-1.2251684808515934e-34,-1.2280607718047055e-34,-4.12861285122849e-28
178.0,-42.0,-2.4319904367227054e-36,-2.4388359794772776e-36,-8.188027733788696e-30
180.0,-42.0,-1.6194668217719583e-41,-1.6247609508850186e-41,-5.447517006043494e-35
-180.0,-40.0,4.5168814828005483e-94,4.5352248582009396e-94,1.377213252863718e-87
-178.0,-40.0,5.64417769560317e-95,5.6687082659074005e-95,1.720502553359811e-88
-176.0,-40.0,2.365956773784509e-99,2.376914360285076e-99,7.210304310691852e-93
-174.0,-40.0,3.3270327669558984e-107,3.343390519641445e-107,1.0136686432635105e-100
-172.0,-40.0,1.5694644945637054e-118,1.577628792016068e-118,4.78060184587501e-112
-170.0,-40.0,2.4836480717952833e-133,2.497276816218276e-133,7.563334047298443e-127
-168.0,-40.0,1.318477624301384e-151,1.3260890589344932e-151,4.014099507873728e-145
-166.0,-40.0,2.348008232546289e-173,2.3622336033057897e-173,7.146725987526807e-167
-164.0,-40.0,1.402718780108116e-198,1.4116178428761353e-198,4.268450729976721e-192
-162.0,-40.0,2.8111612162821323e-227,2.829798943094019e-227,8.552194300721735e-221
-160.0,-40.0,-1.4235763410261782e-253,-1.4367783139071542e-253,1.0637825600542335e-248
-158.0,-40.0,-7.404049967564709e-241,-7.47616269512187e-241,5.532667738664166e-236
-156.0,-40.0,-1.2917082934399535e-231,-1.3049010492066724e-231,9.670316460428672e-227
-154.0,-40.0,-7.544057544498744e-226,-7.625649901579457e-226,5.940286347253081e-221
-152.0,-40.0,-1.3830368022858185e-223,-1.3684560447298572e-223,3.594937127007259e-218
-150.0,-40.0,9.788880177526616e-224,2.491823994309996e-223,2.189968158644546e-217
-148.0,-40.0,1.599874012726538e-225,3.854401318986133e-225,-3.0612637060063715e-219
-146.0,-40.0,9.974035089952723e-231,2.220690424753876e-230,-5.81450330097821e-224
-144.0,-40.0,-2.1702842482119693e-233,-2.166386140414104e-233,-2.0868974752934857e-232
-142.0,-40.0,-6.267605740803297e-205,-6.257671012665183e-205,-8.585204398128622e-206
-140.0,-40.0,-6.071981035190287e-180,-6.063631154883194e-180,-8.311632367300193e-181
-138.0,-40.0,-1.973346226924424e-158,-1.971046956975421e-158,-2.699388221919703e-159
-136.0,-40.0,-2.1513960848406203e-140,-2.149341216694053e-140,-2.940769268799022e-141
-134.0,-40.0,-7.868347387716187e-126,-7.862485038916216e-126,-1.0724061819069531e-126
-132.0,-40.0,-9.655092349863588e-115,-9.649928510487151e-115,-1.2145698111285137e-115
-130.0,-40.0,-3.995054733108005e-107,-3.993771610197352e-107,9.084792022670194e-108
-128.0,-40.0,-7.676096109003103e-102,-7.68674076923589e-102,-6.30187041117445e-101
-126.0,-40.0,-3.7157135102460923e-94,-3.71527720953095e-94,2.2298042208768933e-93
-124.0,-40.0,-6.582695496373197e-88,-6.579085955496027e-88,4.833983623088859e-87
-122.0,-40.0,-1.6367692772551164e-84,-1.6326593109033753e-84,6.751413576126163e-84
-120.0,-40.0,-1.509971798507417e-82,-1.5067659784585878e-82,2.8653532543663016e-81
-118.0,-40.0,-1.6268372567129414e-80,-1.625533400277635e-80,-1.2222297757239918e-80
-116.0,-40.0,-3.540387324756145e-77,-3.537062067848369e-77,-2.560925171849042e-76
-114.0,-40.0,-1.6915507311173714e-74,-1.6935670037140339e-74,4.355396765702996e-73
-112.0,-40.0,-8.134426641206863e-71,-8.12394354184226e-71,-1.1212211205881198e-68
-110.0,-40.0,-2.9212049503721545e-64,-2.9142756982951804e-64,3.54628953305454e-62
-108.0,-40.0,1.3646846919945858e-54,1.3690499977756022e-54,4.076454453656049e-51
-106.0,-40.0,8.959693934959306e-47,8.983529426749388e-47,2.6765757703560813e-43
-104.0,-40.0,1.973288877697524e-42,1.9774765530642256e-42,5.89550194255847e-39
-102.0,-40.0,1.457915255962921e-41,1.4602251011039672e-41,4.356183608513671e-38
-100.0,-40.0,-1.9432457844723583e-42,-1.9459194144933285e-42,1.137415006773187e-40
-98.0,-40.0,-1.6130179066570344e-36,-1.619638935358467e-36,2.526696175067023e-36
-96.0,-40.0,-9.816748794565117e-33,-9.815771101349746e-33,2.9187959862890944e-32
-94.0,-40.0,-1.245536233079323e-29,-1.2443639721538809e-29,8.661638556665614e-29
-92.0,-40.0,-1.162616979987497e-26,-1.1618360536708982e-26,3.377542066101378e-26
-90.0,-40.0,-3.9499060256826146e-24,-3.9497457035857796e-24,1.2993680677601876e-24
-88.0,-40.0,-1.1996859950798854e-21,-1.2012981370060352e-21,3.51533334102833e-21
-86.0,-40.0,-2.807865778960488e-20,-2.8103208042102317e-20,2.3811102502840905e-19
-84.0,-40.0,-8.848969294446935e-19,-8.83885712592416e-19,-8.02982956561842e-19
-82.0,-40.0,-1.132809751100748e-08,-1.130521639970411e-08,8.49327612991193e-09
-80.0,-40.0,-0.10778474032749039,-0.1076458829501309,0.08089515841144683
-78.0,-40.0,-344.0342811146875,-343.84293709265614,258.4554682201591
-76.0,-40.0,-368.37513206838264,-368.4401379287165,277.00851624404567
-74.0,-40.0,-0.13231925107730108,-0.1324396149146521,0.09959663416548227
-72.0,-40.0,-1.5944560855806647e-08,-1.5970763669758836e-08,1.201274329575196e-08
-70.0,-40.0,-1.9001780206233773e-16,-1.9015548086373179e-16,1.3812760539539023e-16
-68.0,-40.0,-5.080453127009621e-22,-5.073828951557606e-22,8.068604553145973e-22
-66.0,-40.0,9.268495544596145e-21,9.29098714948145e-21,4.247161647807551e-15
-64.0,-40.0,5.123713344474535e-16,5.132382296668495e-16,2.3475435592272044e-10
-62.0,-40.0,9.501770749475774e-15,9.51087079614262e-15,4.352839691420371e-09
-60.0,-40.0,5.911101493978401e-17,5.912425892731314e-17,2.7075459224748327e-11
-58.0,-40.0,1.2336057363427327e-22,1.232977735135083e-22,5.649670054357374e-17
-56.0,-40.0,-4.5202466224015115e-29,-4.513833126229056e-29,-1.733313817238426e-23
-54.0,-40.0,-8.264100196914486e-20,-8.243039028442508e-20,6.875780410670783e-19
-52.0,-40.0,-3.147073651902514e-13,-3.140148545221821e-13,2.7105237932810003e-12
-50.0,-40.0,-8.846709559616469e-10,-8.836513811333133e-10,3.6771509379669633e-08
-48.0,-40.0,-5.281265812884546e-08,-5.27536202334973e-08,3.591282873813639e-06
-46.0,-40.0,-1.6375905479675572e-08,-1.6363458934610618e-08,7.837833139733178e-07
-44.0,-40.0,-1.2457230125298504e-08,-1.244061953808868e-08,6.87377485535729e-07
-42.0,-40.0,-3.5223313923007507e-09,-3.518902220754023e-09,5.847790734612909e-07
-40.0,-40.0,-2.023137453711498e-09,-2.0221239912842966e-09,2.9202901045355704e-07
-38.0,-40.0,-9.79215762887877e-10,-9.787654416166677e-10,-4.030062059415163e-09
-36.0,-40.0,-3.7545843854486403e-10,-3.758108519564537e-10,3.657961751102483e-08
-34.0,-40.0,-9.382632177319292e-13,-9.389380723445601e-13,1.1867411409919692e-10
-32.0,-40.0,-6.872240880989564e-17,-6.877457992983493e-17,3.3352390957801506e-15
-30.0,-40.0,-1.8012942385960927e-19,-1.8030980168499598e-19,1.2880038966319847e-17
-28.0,-40.0,-2.3340040029606546e-23,-2.341134155712591e-23,2.6560825822711672e-21
-26.0,-40.0,-2.840546209690167e-28,-2.8487561322836493e-28,6.49189897974024e-26
-24.0,-40.0,-1.0507540245157405e-26,-1.0555708381728026e-26,9.413033697193545e-25
-22.0,-40.0,-1.8999577104154893e-19,-1.8993069965913572e-19,-2.1509497544828267e-19
-20.0,-40.0,-7.124125982367957e-14,-7.102171814789209e-14,2.5494162788986284e-11
-18.0,-40.0,-8.741464172606153e-11,-8.72808786300848e-11,3.704028483029474e-08
-16.0,-40.0,-4.9413666489246375e-11,-4.941325035686742e-11,1.7352984811452953e-08
-14.0,-40.0,-3.7166467438282504e-13,-3.715195039086071e-13,2.8433733326102203e-11
-12.0,-40.0,-2.12843389894657e-16,-2.1281894076394347e-16,2.5384146685043695e-14
-10.0,-40.0,-4.4008855319325945e-20,-4.399263120836089e-20,1.996380144235553e-18
-8.0,-40.0,-1.5593160488874548e-23,-1.5623126648377858e-23,2.7674480109066008e-21
-6.0,-40.0,-5.856359012150795e-22,-5.861679687238778e-22,8.08031438608544e-21
-4.0,-40.0,-9.751341408648276e-20,-9.778336059574343e-20,1.0904709319526213e-17
-2.0,-40.0,-6.7821874606216744e-18,-6.7824177953868214e-18,4.715555294513095e-16
0.0,-40.0,-6.445038469433618e-16,-6.428662090282744e-16,-2.2993258202061728e-14
2.0,-40.0,-4.780093152912449e-14,-4.7749163602926394e-14,2.6148485671636854e-12
4.0,-40.0,-8.886299148426191e-13,-8.881538928191044e-13,6.9335925330412675e-12
6.0,-40.0,-9.919357215099906e-12,-9.904823664476088e-12,1.436410080507315e-09
8.0,-40.0,-3.468279195234804e-12,-3.4653163205273645e-12,-7.016227986856258e-11
10.0,-40.0,-2.8009356161783723e-13,-2.8016186045160884e-13,-3.1232807552555122e-12
12.0,-40.0,-1.3689141161451518e-14,-1.3693188385644519e-14,1.6610935121148226e-12
14.0,-40.0,-1.903271499852943e-17,-1.9037416765642277e-17,2.7921828703772524e-15
16.0,-40.0,-6.053525979606024e-22,-6.03152629501167e-22,1.0558094577344672e-16
18.0,-40.0,-7.774425725994164e-25,-7.745898575463028e-25,1.3794360858360322e-19
20.0,-40.0,1.7044378693512334e-25,1.7053972935976706e-25,1.6507206652595428e-19
22.0,-40.0,1.3125267759270403e-17,1.3135948594256335e-17,1.2722519894224891e-11
24.0,-40.0,3.390616566170539e-13,3.3942265365664767e-13,3.2894063672498964e-07
26.0,-40.0,2.9431999598576622e-12,2.947057967965895e-12,2.8639442947956805e-06
28.0,-40.0,5.296114920141531e-14,5.293165942968364e-14,1.0686254850297057e-07
30.0,-40.0,1.9509721515104782e-16,1.951770647834103e-16,4.2351229982619563e-10
32.0,-40.0,5.34805024962807e-15,5.358157009532086e-15,1.1041736586811906e-08
34.0,-40.0,1.5110020594962614e-16,1.5137369824703142e-16,3.205346473678035e-10
36.0,-40.0,1.7015015860430723e-19,1.701139501988642e-19,5.653083788238044e-13
38.0,-40.0,2.397036746878903e-19,2.39791248412012e-19,6.784580991611978e-13
40.0,-40.0,3.938716496588711e-20,3.924755353365989e-20,8.798095033659304e-14
42.0,-40.0,4.402441239451902e-22,4.389893288026313e-22,9.933205274925672e-16
44.0,-40.0,3.158512723553636e-23,3.163373025497089e-23,9.607112802433892e-17
46.0,-40.0,2.658657694856936e-26,2.6633765226635966e-26,8.088596336384498e-20
48.0,-40.0,7.507715932117913e-33,7.522812815437458e-33,2.2846166999141436e-26
50.0,-40.0,7.112092290933474e-43,7.128072184898903e-43,2.164699797453492e-36
52.0,-40.0,2.2601178233913505e-56,2.265729541577706e-56,6.880597459515599e-50
54.0,-40.0,1.3184574593714185e-68,1.3171154933786242e-68,3.2855243696184163e-62
56.0,-40.0,1.8733026688860358e-57,1.8714406872368722e-57,4.6680926869446864e-51
58.0,-40.0,8.928980271213671e-50,8.920319034376141e-50,2.2249901417604094e-43
60.0,-40.0,1.4277097312690252e-45,1.4263590165086653e-45,3.557630636750705e-39
62.0,-40.0,7.65811917910603e-45,7.651057418346274e-45,1.9082609647792487e-38
64.0,-40.0,1.3779976171858777e-47,1.3767599231043345e-47,3.4336721133740694e-41
66.0,-40.0,8.3776916973521e-54,8.370111182725966e-54,2.0853709531832555e-47
68.0,-40.0,8.473239258937243e-52,8.425430778024228e-52,1.8055365717286485e-45
70.0,-40.0,5.641867893748788e-51,5.621464490323313e-51,1.0708216407263278e-44
72.0,-40.0,4.8984537854242506e-49,4.913098298182059e-49,6.4590987893807915e-43
74.0,-40.0,7.993316976779173e-48,8.027838062677392e-48,1.0827643698076346e-41
76.0,-40.0,5.972589863279465e-46,6.0002567007821324e-46,8.089124144220266e-40
78.0,-40.0,3.5120086629505574e-47,3.5199370262273123e-47,4.587267127090293e-41
80.0,-40.0,5.774894071786325e-46,5.7819569467819255e-46,7.3357582716299984e-40
82.0,-40.0,8.553050449950946e-47,8.605988942615517e-47,1.1991758892184305e-40
84.0,-40.0,1.7869756609946829e-47,1.797269774320551e-47,2.53397141037346e-41
86.0,-40.0,5.677602712711265e-47,5.661906722374118e-47,9.506233586685195e-41
88.0,-40.0,2.9593539315282514e-48,2.9548751801275985e-48,4.9795976867197755e-42
90.0,-40.0,2.1202462035713357e-48,2.1196636487875377e-48,3.921810741611328e-42
92.0,-40.0,1.0014106130872592e-48,1.0024164709221374e-48,1.493066586789138e-42
94.0,-40.0,8.798332060901043e-49,8.805108777370679e-49,1.3068098009338563e-42
96.0,-40.0,2.853760394095198e-49,2.86044904277712e-49,2.3814263122656058e-43
98.0,-40.0,6.340025628726191e-48,6.32187048031778e-48,5.809071536618953e-42
100.0,-40.0,3.678872320516603e-46,3.670704381760398e-46,3.5566122034354936e-40
102.0,-40.0,3.619954629660497e-43,3.6130293497394895e-43,5.161738907142594e-37
104.0,-40.0,1.2012197207115727e-42,1.1994922146065303e-42,1.7155347953059306e-36
106.0,-40.0,1.1024730775125452e-42,1.1043994010316078e-42,-2.9373281918616368e-37
108.0,-40.0,5.4962393902488895e-36,5.4765661388611346e-36,3.3927723044083455e-35
110.0,-40.0,1.1719876393940138e-26,1.1662581902605945e-26,1.8836158077377104e-25
112.0,-40.0,2.0207363199209637e-18,2.020320019755203e-18,-1.8711632536777615e-17
114.0,-40.0,8.867511913632255e-11,8.859307298970362e-11,-8.295691585358519e-10
116.0,-40.0,1.3095059593337666e-06,1.307315895894473e-06,-1.2247939238086374e-05
118.0,-40.0,6.3955786634402035e-06,6.379959047063514e-06,1.1452832602780535e-05
120.0,-40.0,2.9710387138391564e-05,2.9712054457995777e-05,0.1114135349595224
122.0,-40.0,1.56835375035786e-05,1.567412577359472e-05,0.05876488562393798
124.0,-40.0,-1.67923462448379e-06,-1.6936552723782088e-06,9.595328072902519e-06
126.0,-40.0,0.00016125277734922012,0.00016075099609846077,-3.9068542093231383e-07
128.0,-40.0,0.0032563023034302627,0.0032462432828561905,-3.9668098397981266e-07
130.0,-40.0,0.0005076326843448117,0.0005121634954244479,-0.008729530599451432
132.0,-40.0,0.003588213698883039,0.0036254222828655852,0.8660906382636367
134.0,-40.0,0.007668172090655784,0.007709324268630019,4855.93246967521
136.0,-40.0,0.0168611230994866,0.016950234799756842,8500.195085222658
138.0,-40.0,3.440707770180547,3.4709639330906197,-10.948235749723423
140.0,-40.0,-11.548295332591948,-11.592781478207186,41.900349155478125
142.0,-40.0,-182.45911268723057,-181.74534697786794,3001.5384145075222
144.0,-40.0,-44.233611445472434,-44.14624648682292,274.66499140851556
146.0,-40.0,-2.198661857985744,-2.1953281565140195,62.83771789133448
148.0,-40.0,-225.76625591557695,-226.28398796269403,685.3634326684714
150.0,-40.0,-237.33421946355202,-237.15456038817092,2595.572100040438
152.0,-40.0,-158.54457354328702,-158.50927893115386,169569.42494426444
154.0,-40.0,-23.859181771446856,-23.676533520699536,-148737.89985097593
156.0,-40.0,-507.0752558037857,-507.62620039123794,3159.3163818581816
158.0,-40.0,-54.51300038932001,-54.4854889986174,-238.28092503524584
160.0,-40.0,-1433.2633732270701,-1432.9727224131611,-3502.07219584427
162.0,-40.0,200.93487909380485,200.820623728388,3410.9414389980084
164.0,-40.0,-453.96606055961684,-455.7547325341284,707.9191288839211
166.0,-40.0,-2.838957520210583,-2.8477848969445194,-6.7595407312485065
168.0,-40.0,-4.7546252754545014e-06,-4.767029244513617e-06,-1.8335842281929973e-05
170.0,-40.0,-2.4178559876088144e-15,-2.423193332207209e-15,-1.1172610349916157e-14
172.0,-40.0,-4.0334505852081606e-28,-4.040809831503453e-28,-4.508176220967009e-23
174.0,-40.0,-2.3561093857182093e-24,-2.3596573562467987e-24,-7.944537863324059e-18
176.0,-40.0,-1.3941751961998065e-22,-1.3969071293530433e-22,-4.696773741709177e-16
178.0,-40.0,-2.7674730433103537e-24,-2.774152098388666e-24,-9.31482680556028e-18
180.0,-40.0,-1.8428652940509305e-29,-1.8481497061316707e-29,-6.197179473878924e-23
-180.0,-38.0,1.3310364260212954e-70,1.3356829434220024e-70,4.057276217787825e-64
-178.0,-38.0,1.663228520914473e-71,1.6695086084467726e-71,5.068607986362845e-65
-176.0,-38.0,6.972010800572019e-76,7.000323177508527e-76,2.1241587780215966e-69
-174.0,-38.0,9.804113347332957e-84,9.846721672925802e-84,2.9862722207170544e-77
-172.0,-38.0,4.6249041945555455e-95,4.6463228052228514e-95,1.408367377793416e-88
-170.0,-38.0,7.318823984125002e-110,7.354806327617043e-110,2.2281614915832676e-103
-168.0,-38.0,3.8852950902557556e-128,3.9055054442882924e-128,1.1825554564816958e-121
-166.0,-38.0,6.919119968095003e-150,6.957086431134398e-150,2.105428576434246e-143
-164.0,-38.0,4.13353726202277e-175,4.1573988815392853e-175,1.2574874368214122e-168
-162.0,-38.0,8.283940967770933e-204,8.33412736425262e-204,2.519480136622342e-197
-160.0,-38.0,-4.9415713682519516e-216,-4.986521776927335e-216,3.6927660032483826e-211
-158.0,-38.0,-2.570111215073844e-203,-2.5946896147535226e-203,1.920472985439037e-198
-156.0,-38.0,-4.483720775383339e-194,-4.52873837828449e-194,3.356932408047342e-189
-154.0,-38.0,-2.617673797864574e-188,-2.6456399182690134e-188,2.076430532613894e-183
-152.0,-38.0,-4.764531121456435e-186,-4.737096625646807e-186,1.261678095298532e-180
-150.0,-38.0,2.9100938904351314e-186,7.309678646652511e-186,6.363921047830401e-180
-148.0,-38.0,4.6321949116087136e-188,1.1215374885131945e-187,-9.51557311464235e-182
-146.0,-38.0,2.9027572739124426e-193,6.483702982564085e-193,-1.7400867793672108e-186
-144.0,-38.0,6.728247563510525e-202,1.3967104385665011e-201,-6.112680293004221e-195
-142.0,-38.0,-9.872388102604294e-180,-9.856781917945639e-180,-1.3533397755075214e-180
-140.0,-38.0,-9.564250817298936e-155,-9.551139681443025e-155,-1.3102149175286508e-155
-138.0,-38.0,-3.108306520073069e-133,-3.1046982083318323e-133,-4.255217991324033e-134
-136.0,-38.0,-3.3887607342868244e-115,-3.385538600389031e-115,-4.635813654830558e-116
-134.0,-38.0,-1.2393770856109004e-100,-1.238459014061521e-100,-1.6916740584939227e-101
-132.0,-38.0,-1.5207437532359517e-89,-1.519936879669809e-89,-1.963650902508462e-90
-130.0,-38.0,-6.282312861489236e-82,-6.280311084407844e-82,7.43057325516488e-83
-128.0,-38.0,-1.4894130750417931e-77,-1.4900769268120558e-77,3.519486994817155e-77
-126.0,-38.0,-5.068059813694213e-71,-5.0707220683726634e-71,4.19305977834219e-71
-124.0,-38.0,-4.44472724229493e-65,-4.4428081973705265e-65,3.3029548937466474e-64
-122.0,-38.0,-8.317504090042481e-62,-8.301600563544531e-62,3.0233354858862056e-61
-120.0,-38.0,-4.795551952733091e-60,-4.786308936921681e-60,9.196617764871439e-59
-118.0,-38.0,-1.9899865686298e-58,-1.989132385401002e-58,8.713235037113711e-58
-116.0,-38.0,-1.5435370660651306e-55,-1.5421453032648714e-55,-1.408922340886819e-54
-114.0,-38.0,-1.8602640599895055e-53,-1.861181139724941e-53,1.2126076556643122e-51
-112.0,-38.0,-3.2425020677220515e-50,-3.2477400019317397e-50,-3.6582826138194934e-48
-110.0,-38.0,-8.835317694501655e-46,-8.74429404791211e-46,-1.2267128243099156e-43
-108.0,-38.0,5.534242730833754e-39,5.550098872598512e-39,1.6905261228655048e-35
-106.0,-38.0,3.71126437417675e-31,3.719638864478061e-31,1.1094515900278327e-27
-104.0,-38.0,8.17371772459534e-27,8.187765092291068e-27,2.443709619401016e-23
-102.0,-38.0,6.038942908608738e-26,6.04607481613767e-26,1.8056559000099134e-22
-100.0,-38.0,-1.371993359475553e-27,-1.3718128793101579e-27,4.688289513926005e-25
-98.0,-38.0,-1.687193936974565e-22,-1.6922947266287837e-22,5.942985868606262e-22
-96.0,-38.0,-3.711517726530526e-19,-3.713485405182258e-19,5.035599083298118e-19
-94.0,-38.0,-1.031045540276663e-16,-1.0300651936731697e-16,1.0357458459126745e-15
-92.0,-38.0,-1.9351214672807725e-14,-1.934018226993377e-14,3.784097812010029e-14
-90.0,-38.0,-1.938876709661639e-12,-1.9388947617556505e-12,-8.57531049858097e-13
-88.0,-38.0,-1.1254712840912016e-10,-1.1263455647303139e-10,-2.1368588989077163e-10
-86.0,-38.0,-1.477517128923065e-09,-1.4788035783272118e-09,1.2267188617441463e-08
